Model,Size,Task,Image,Prompt,CLIP_Score
DL,1024,coloring,001.DL_1024_coloring_1.png,A red colored car,"0,1992"
DL,1024,coloring,002.DL_1024_coloring_2.png,A black colored car,"0,2261"
DL,1024,coloring,003.DL_1024_coloring_3.png,A pink colored car,"0,2425"
DL,1024,coloring,004.DL_1024_coloring_4.png,A navy blue colored car,"0,2166"
DL,1024,coloring,005.DL_1024_coloring_5.png,A red car and a white sheep,"0,2286"
DL,1024,coloring,006.DL_1024_coloring_6.png,A blue bird and a brown bear,"0,3365"
DL,1024,coloring,007.DL_1024_coloring_7.png,A green apple and a black backpack,"0,2871"
DL,1024,coloring,008.DL_1024_coloring_8.png,A green cup and a blue cell phone,"0,2404"
DL,1024,coloring,009.DL_1024_coloring_9.png,A red pencil in a green cup on a blue table,"0,3114"
DL,1024,coloring,010.DL_1024_coloring_10.png,An office with five desks and seven colorful chairs,"0,2786"
DL,1024,coloring,011.DL_1024_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2335"
DL,1024,coloring,012.DL_1024_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,3254"
DL,1024,counting,001.DL_1024_counting_1.png,One tennis ball on the court,"0,2429"
DL,1024,counting,002.DL_1024_counting_2.png,Three people crossing  the street,"0,2682"
DL,1024,counting,003.DL_1024_counting_3.png,Two monkeys eating banana,"0,2636"
DL,1024,counting,004.DL_1024_counting_4.png,Bench in a park with two backpacks on it,"0,2511"
DL,1024,counting,005.DL_1024_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,2884"
DL,1024,counting,006.DL_1024_counting_6.png,An office desk with six laptops on it,"0,2509"
DL,1024,counting,007.DL_1024_counting_7.png,Person holding  four toy pyramids,"0,2186"
DL,1024,counting,008.DL_1024_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,2874"
DL,1024,counting,009.DL_1024_counting_9.png,Person carrying a stack of twelve books,"0,2559"
DL,1024,counting,010.DL_1024_counting_10.png,Two people juggling ten balls together,"0,3023"
DL,1024,counting,011.DL_1024_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2128"
DL,1024,counting,012.DL_1024_counting_12.png,Office room with fifteen chairs,"0,1603"
DL,1024,conflicting,001.DL_1024_conflicting_1.png,A zebra without strips,"0,2767"
DL,1024,conflicting,002.DL_1024_conflicting_2.png,A penguin in a city,"0,2169"
DL,1024,conflicting,003.DL_1024_conflicting_3.png,Rainbow colored Ferrari,"0,2983"
DL,1024,conflicting,004.DL_1024_conflicting_4.png,A giraffe kissing a monkey,"0,2624"
DL,1024,conflicting,005.DL_1024_conflicting_5.png,A panda inside a cup of tea,"0,3275"
DL,1024,conflicting,006.DL_1024_conflicting_6.png,A giraffe inside a car,"0,3002"
DL,1024,conflicting,007.DL_1024_conflicting_7.png,An ant under the sea,"0,2247"
DL,1024,conflicting,008.DL_1024_conflicting_8.png,A motorcycle inside an oven,"0,2922"
DL,1024,conflicting,009.DL_1024_conflicting_9.png,A polar bear on the desert,"0,2275"
DL,1024,conflicting,010.DL_1024_conflicting_10.png,A man walking on the ceiling,"0,2134"
DL,1024,conflicting,011.DL_1024_conflicting_11.png,A fish eating a pelican,"0,2896"
DL,1024,conflicting,012.DL_1024_conflicting_12.png,A horse riding  an astronaut in the forest,"0,3111"
DL,1024,text,001.DL_1024_text_1.png,A sign that says 'Hello',"0,2169"
DL,1024,text,002.DL_1024_text_2.png,A sign that says 'World',"0,2218"
DL,1024,text,003.DL_1024_text_3.png,A sign that says 'Hello World',"0,2537"
DL,1024,text,004.DL_1024_text_4.png,A sign that says 'World Hello',"0,2479"
DL,1024,text,005.DL_1024_text_5.png,A sign that says 'Speed limit 45',"0,2738"
DL,1024,text,006.DL_1024_text_6.png,A sign that says 'Do not pass !',"0,2731"
DL,1024,text,007.DL_1024_text_7.png,A sign that says 'No pedestrians !',"0,2040"
DL,1024,text,008.DL_1024_text_8.png,A sign that says 'No overtaking !',"0,1982"
DL,1024,text,009.DL_1024_text_9.png,A sign that says 'No Goods materials',"0,2064"
DL,1024,text,010.DL_1024_text_10.png,A sign that says 'No hazardous materials',"0,2414"
DL,1024,text,011.DL_1024_text_11.png,A sign that says 'You must not turn Right!',"0,2297"
DL,1024,text,012.DL_1024_text_12.png,A sign that says 'Maximum speed limit 80 km',"0,3205"
DL,1024,positional,001.DL_1024_positional_1.png,A train on top of a surfboard,"0,2533"
DL,1024,positional,002.DL_1024_positional_2.png,A wine glass on top of a dog,"0,1605"
DL,1024,positional,003.DL_1024_positional_3.png,A bicycle on top of a boat,"0,2791"
DL,1024,positional,004.DL_1024_positional_4.png,An umbrella under a spoon,"0,2417"
DL,1024,positional,005.DL_1024_positional_5.png,A car on the left of a bus,"0,2043"
DL,1024,positional,006.DL_1024_positional_6.png,A black apple on the right of  a green backpack,"0,1890"
DL,1024,positional,007.DL_1024_positional_7.png,A carrot on the left of a broccoli,"0,2011"
DL,1024,positional,008.DL_1024_positional_8.png,A pizza on the right of a suitcase,"0,2568"
DL,1024,positional,009.DL_1024_positional_9.png,A cat on the right of a tennis racket,"0,2854"
DL,1024,positional,010.DL_1024_positional_10.png,A stop sign on the right of a refrigerator,"0,2458"
DL,1024,positional,011.DL_1024_positional_11.png,A sheep to the right of a wine glass,"0,2563"
DL,1024,positional,012.DL_1024_positional_12.png,A zebra to the right of a fire hydrant,"0,2973"
DL,1024,faces,001.DL_1024_faces_1.png,Face of a man with a goatee,"0,2220"
DL,1024,faces,002.DL_1024_faces_2.png,Face of an angry teacher,"0,1920"
DL,1024,faces,003.DL_1024_faces_3.png,Face of a kid with a tiger make-up,"0,2758"
DL,1024,faces,004.DL_1024_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,2347"
DL,1024,faces,005.DL_1024_faces_5.png,A bald man doing a handstand,"0,2462"
DL,1024,faces,006.DL_1024_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,1644"
DL,1024,faces,007.DL_1024_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,2848"
DL,1024,faces,008.DL_1024_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,2854"
DL,1024,faces,009.DL_1024_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2484"
DL,1024,faces,010.DL_1024_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,2543"
DL,1024,faces,011.DL_1024_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,2623"
DL,1024,faces,012.DL_1024_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,2824"
PA,512,coloring,001.PA_512_coloring_1.png,A red colored car,"0,2451"
PA,512,coloring,002.PA_512_coloring_2.png,A black colored car,"0,1997"
PA,512,coloring,003.PA_512_coloring_3.png,A pink colored car,"0,2612"
PA,512,coloring,004.PA_512_coloring_4.png,A navy blue colored car,"0,2333"
PA,512,coloring,005.PA_512_coloring_5.png,A red car and a white sheep,"0,3240"
PA,512,coloring,006.PA_512_coloring_6.png,A blue bird and a brown bear,"0,2897"
PA,512,coloring,007.PA_512_coloring_7.png,A green apple and a black backpack,"0,3244"
PA,512,coloring,008.PA_512_coloring_8.png,A green cup and a blue cell phone,"0,2468"
PA,512,coloring,009.PA_512_coloring_9.png,A red pencil in a green cup on a blue table,"0,2737"
PA,512,coloring,010.PA_512_coloring_10.png,An office with five desks and seven colorful chairs,"0,2598"
PA,512,coloring,011.PA_512_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2050"
PA,512,coloring,012.PA_512_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,3215"
PA,512,counting,001.PA_512_counting_1.png,One tennis ball on the court,"0,2379"
PA,512,counting,002.PA_512_counting_2.png,Three people crossing  the street,"0,1891"
PA,512,counting,003.PA_512_counting_3.png,Two monkeys eating banana,"0,2806"
PA,512,counting,004.PA_512_counting_4.png,Bench in a park with two backpacks on it,"0,2343"
PA,512,counting,005.PA_512_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,2424"
PA,512,counting,006.PA_512_counting_6.png,An office desk with six laptops on it,"0,2445"
PA,512,counting,007.PA_512_counting_7.png,Person holding  four toy pyramids,"0,2248"
PA,512,counting,008.PA_512_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,2497"
PA,512,counting,009.PA_512_counting_9.png,Person carrying a stack of twelve books,"0,2280"
PA,512,counting,010.PA_512_counting_10.png,Two people juggling ten balls together,"0,2903"
PA,512,counting,011.PA_512_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2175"
PA,512,counting,012.PA_512_counting_12.png,Office room with fifteen chairs,"0,2254"
PA,512,conflicting,001.PA_512_conflicting_1.png,A zebra without strips,"0,2564"
PA,512,conflicting,002.PA_512_conflicting_2.png,A penguin in a city,"0,2484"
PA,512,conflicting,003.PA_512_conflicting_3.png,Rainbow colored Ferrari,"0,3089"
PA,512,conflicting,004.PA_512_conflicting_4.png,A giraffe kissing a monkey,"0,2448"
PA,512,conflicting,005.PA_512_conflicting_5.png,A panda inside a cup of tea,"0,3022"
PA,512,conflicting,006.PA_512_conflicting_6.png,A giraffe inside a car,"0,2612"
PA,512,conflicting,007.PA_512_conflicting_7.png,An ant under the sea,"0,2403"
PA,512,conflicting,008.PA_512_conflicting_8.png,A motorcycle inside an oven,"0,2799"
PA,512,conflicting,009.PA_512_conflicting_9.png,A polar bear on the desert,"0,2240"
PA,512,conflicting,010.PA_512_conflicting_10.png,A man walking on the ceiling,"0,2039"
PA,512,conflicting,011.PA_512_conflicting_11.png,A fish eating a pelican,"0,2694"
PA,512,conflicting,012.PA_512_conflicting_12.png,A horse riding  an astronaut in the forest,"0,3282"
PA,512,text,001.PA_512_text_1.png,A sign that says 'Hello',"0,1858"
PA,512,text,002.PA_512_text_2.png,A sign that says 'World',"0,2412"
PA,512,text,003.PA_512_text_3.png,A sign that says 'Hello World',"0,1766"
PA,512,text,004.PA_512_text_4.png,A sign that says 'World Hello',"0,1970"
PA,512,text,005.PA_512_text_5.png,A sign that says 'Speed limit 45',"0,1832"
PA,512,text,006.PA_512_text_6.png,A sign that says 'Do not pass !',"0,2564"
PA,512,text,007.PA_512_text_7.png,A sign that says 'No pedestrians !',"0,1910"
PA,512,text,008.PA_512_text_8.png,A sign that says 'No overtaking !',"0,1951"
PA,512,text,009.PA_512_text_9.png,A sign that says 'No Goods materials',"0,1922"
PA,512,text,010.PA_512_text_10.png,A sign that says 'No hazardous materials',"0,2025"
PA,512,text,011.PA_512_text_11.png,A sign that says 'You must not turn Right!',"0,2012"
PA,512,text,012.PA_512_text_12.png,A sign that says 'Maximum speed limit 80 km',"0,2065"
PA,512,positional,001.PA_512_positional_1.png,A train on top of a surfboard,"0,2326"
PA,512,positional,002.PA_512_positional_2.png,A wine glass on top of a dog,"0,2136"
PA,512,positional,003.PA_512_positional_3.png,A bicycle on top of a boat,"0,2492"
PA,512,positional,004.PA_512_positional_4.png,An umbrella under a spoon,"0,2464"
PA,512,positional,005.PA_512_positional_5.png,A car on the left of a bus,"0,2201"
PA,512,positional,006.PA_512_positional_6.png,A black apple on the right of  a green backpack,"0,2621"
PA,512,positional,007.PA_512_positional_7.png,A carrot on the left of a broccoli,"0,1939"
PA,512,positional,008.PA_512_positional_8.png,A pizza on the right of a suitcase,"0,2936"
PA,512,positional,009.PA_512_positional_9.png,A cat on the right of a tennis racket,"0,2583"
PA,512,positional,010.PA_512_positional_10.png,A stop sign on the right of a refrigerator,"0,1557"
PA,512,positional,011.PA_512_positional_11.png,A sheep to the right of a wine glass,"0,2597"
PA,512,positional,012.PA_512_positional_12.png,A zebra to the right of a fire hydrant,"0,2387"
PA,512,faces,001.PA_512_faces_1.png,Face of a man with a goatee,"0,2269"
PA,512,faces,002.PA_512_faces_2.png,Face of an angry teacher,"0,2078"
PA,512,faces,003.PA_512_faces_3.png,Face of a kid with a tiger make-up,"0,2915"
PA,512,faces,004.PA_512_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,3057"
PA,512,faces,005.PA_512_faces_5.png,A bald man doing a handstand,"0,2241"
PA,512,faces,006.PA_512_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,2208"
PA,512,faces,007.PA_512_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,2797"
PA,512,faces,008.PA_512_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,1975"
PA,512,faces,009.PA_512_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2889"
PA,512,faces,010.PA_512_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,3029"
PA,512,faces,011.PA_512_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,1870"
PA,512,faces,012.PA_512_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,2797"
PA,1024,coloring,001.PA_1024_coloring_1.png,A red colored car,"0,2987"
PA,1024,coloring,002.PA_1024_coloring_2.png,A black colored car,"0,1886"
PA,1024,coloring,003.PA_1024_coloring_3.png,A pink colored car,"0,2560"
PA,1024,coloring,004.PA_1024_coloring_4.png,A navy blue colored car,"0,2218"
PA,1024,coloring,005.PA_1024_coloring_5.png,A red car and a white sheep,"0,3223"
PA,1024,coloring,006.PA_1024_coloring_6.png,A blue bird and a brown bear,"0,2700"
PA,1024,coloring,007.PA_1024_coloring_7.png,A green apple and a black backpack,"0,3293"
PA,1024,coloring,008.PA_1024_coloring_8.png,A green cup and a blue cell phone,"0,2720"
PA,1024,coloring,009.PA_1024_coloring_9.png,A red pencil in a green cup on a blue table,"0,2482"
PA,1024,coloring,010.PA_1024_coloring_10.png,An office with five desks and seven colorful chairs,"0,2805"
PA,1024,coloring,011.PA_1024_coloring_11.png,An orange bird scaring a blue scarecrow with a red pirate hat,"0,2206"
PA,1024,coloring,012.PA_1024_coloring_12.png,A photo of two pink football balls and three green basketball balls on a bench,"0,3404"
PA,1024,counting,001.PA_1024_counting_1.png,One tennis ball on the court,"0,2353"
PA,1024,counting,002.PA_1024_counting_2.png,Three people crossing  the street,"0,2685"
PA,1024,counting,003.PA_1024_counting_3.png,Two monkeys eating banana,"0,2851"
PA,1024,counting,004.PA_1024_counting_4.png,Bench in a park with two backpacks on it,"0,2404"
PA,1024,counting,005.PA_1024_counting_5.png,Nine children doing a circle dance around a Christmas tree,"0,2804"
PA,1024,counting,006.PA_1024_counting_6.png,An office desk with six laptops on it,"0,2352"
PA,1024,counting,007.PA_1024_counting_7.png,Person holding  four toy pyramids,"0,2439"
PA,1024,counting,008.PA_1024_counting_8.png,Five photograph prints are hanging to dry in a dark room,"0,1685"
PA,1024,counting,009.PA_1024_counting_9.png,Person carrying a stack of twelve books,"0,2137"
PA,1024,counting,010.PA_1024_counting_10.png,Two people juggling ten balls together,"0,2403"
PA,1024,counting,011.PA_1024_counting_11.png,Birthday cake with exactly twenty candles on it,"0,2450"
PA,1024,counting,012.PA_1024_counting_12.png,Office room with fifteen chairs,"0,1880"
PA,1024,conflicting,001.PA_1024_conflicting_1.png,A zebra without strips,"0,2367"
PA,1024,conflicting,002.PA_1024_conflicting_2.png,A penguin in a city,"0,2326"
PA,1024,conflicting,003.PA_1024_conflicting_3.png,Rainbow colored Ferrari,"0,2914"
PA,1024,conflicting,004.PA_1024_conflicting_4.png,A giraffe kissing a monkey,"0,2486"
PA,1024,conflicting,005.PA_1024_conflicting_5.png,A panda inside a cup of tea,"0,2863"
PA,1024,conflicting,006.PA_1024_conflicting_6.png,A giraffe inside a car,"0,2636"
PA,1024,conflicting,007.PA_1024_conflicting_7.png,An ant under the sea,"0,2707"
PA,1024,conflicting,008.PA_1024_conflicting_8.png,A motorcycle inside an oven,"0,2412"
PA,1024,conflicting,009.PA_1024_conflicting_9.png,A polar bear on the desert,"0,2295"
PA,1024,conflicting,010.PA_1024_conflicting_10.png,A man walking on the ceiling,"0,1751"
PA,1024,conflicting,011.PA_1024_conflicting_11.png,A fish eating a pelican,"0,2254"
PA,1024,conflicting,012.PA_1024_conflicting_12.png,A horse riding  an astronaut in the forest,"0,3366"
PA,1024,text,001.PA_1024_text_1.png,A sign that says 'Hello',"0,2217"
PA,1024,text,002.PA_1024_text_2.png,A sign that says 'World',"0,1923"
PA,1024,text,003.PA_1024_text_3.png,A sign that says 'Hello World',"0,1577"
PA,1024,text,004.PA_1024_text_4.png,A sign that says 'World Hello',"0,1951"
PA,1024,text,005.PA_1024_text_5.png,A sign that says 'Speed limit 45',"0,1360"
PA,1024,text,006.PA_1024_text_6.png,A sign that says 'Do not pass !',"0,2524"
PA,1024,text,007.PA_1024_text_7.png,A sign that says 'No pedestrians !',"0,1931"
PA,1024,text,008.PA_1024_text_8.png,A sign that says 'No overtaking !',"0,1796"
PA,1024,text,009.PA_1024_text_9.png,A sign that says 'No Goods materials',"0,1979"
PA,1024,text,010.PA_1024_text_10.png,A sign that says 'No hazardous materials',"0,2308"
PA,1024,text,011.PA_1024_text_11.png,A sign that says 'You must not turn Right!',"0,2094"
PA,1024,text,012.PA_1024_text_12.png,A sign that says 'Maximum speed limit 80 km',"0,1828"
PA,1024,positional,001.PA_1024_positional_1.png,A train on top of a surfboard,"0,2408"
PA,1024,positional,002.PA_1024_positional_2.png,A wine glass on top of a dog,"0,2547"
PA,1024,positional,003.PA_1024_positional_3.png,A bicycle on top of a boat,"0,2235"
PA,1024,positional,004.PA_1024_positional_4.png,An umbrella under a spoon,"0,2177"
PA,1024,positional,005.PA_1024_positional_5.png,A car on the left of a bus,"0,1836"
PA,1024,positional,006.PA_1024_positional_6.png,A black apple on the right of  a green backpack,"0,2234"
PA,1024,positional,007.PA_1024_positional_7.png,A carrot on the left of a broccoli,"0,2059"
PA,1024,positional,008.PA_1024_positional_8.png,A pizza on the right of a suitcase,"0,3008"
PA,1024,positional,009.PA_1024_positional_9.png,A cat on the right of a tennis racket,"0,2853"
PA,1024,positional,010.PA_1024_positional_10.png,A stop sign on the right of a refrigerator,"0,1853"
PA,1024,positional,011.PA_1024_positional_11.png,A sheep to the right of a wine glass,"0,2582"
PA,1024,positional,012.PA_1024_positional_12.png,A zebra to the right of a fire hydrant,"0,2289"
PA,1024,faces,001.PA_1024_faces_1.png,Face of a man with a goatee,"0,2328"
PA,1024,faces,002.PA_1024_faces_2.png,Face of an angry teacher,"0,2530"
PA,1024,faces,003.PA_1024_faces_3.png,Face of a kid with a tiger make-up,"0,2932"
PA,1024,faces,004.PA_1024_faces_4.png,Face of an old lady with blue hair and a wide smile,"0,3034"
PA,1024,faces,005.PA_1024_faces_5.png,A bald man doing a handstand,"0,2644"
PA,1024,faces,006.PA_1024_faces_6.png,Face of a woman with brown hair looking over her shoulder,"0,1960"
PA,1024,faces,007.PA_1024_faces_7.png,Sad face of a blonde girl holding a popped balloon,"0,2768"
PA,1024,faces,008.PA_1024_faces_8.png,Face of a weightlifting white hair Olympic gold medalist lifting 120kg with a referee next to it encouraging him,"0,1918"
PA,1024,faces,009.PA_1024_faces_9.png,The face of a soldier with camouflaged face painting obscured by leaves,"0,2737"
PA,1024,faces,010.PA_1024_faces_10.png,A face of a man with a beard with water splashing onto his face,"0,3106"
PA,1024,faces,011.PA_1024_faces_11.png,A dark messy hair boy rolling his tongue with blue light shinning on his face,"0,2037"
PA,1024,faces,012.PA_1024_faces_12.png,A young kid with dark eye bags standing in front of her grandma with wrinkles looking at the sky,"0,3144"
